Id,target,1,2,3,4,5,6,7
103,10.0,12.0,13.0,,,6.0,4.0,3.0
105,11.5,12.33,14.83,,,36.0,9.0,10.0
107,7.0,10.0,11.0,12.0,6.0,,,
108,7.0,6.0,5.0,,,,,
109,10.5,8.0,10.5,59.5,53.5,,,
110,8.0,14.0,12.0,,,20.0,44.0,28.5
111,8.0,6.0,8.0,,,,,
112,11.3,12.0,8.0,,,,,
114,8.0,19.0,4.0,,,,,
116,14.0,9.0,12.0,,,,,
117,7.0,4.0,5.0,9.0,40.6,,0.21,0.28
118,8.5,8.0,10.0,,,,,
120,11.0,10.5,9.0,,,,,
121,7.0,7.0,9.0,,,,,
122,8.0,15.5,8.5,,,,,
124,10.0,18.0,12.0,,,10.39,,
125,10.5,10.5,10.5,,,,,
128,13.0,8.0,9.0,,,,,
130,14.0,8.0,10.0,,,,0.3,0.28
131,6.0,8.5,7.0,,,,,
132,7.5,9.0,9.5,,,,,
133,9.0,6.0,8.0,,,,,
134,12.0,10.0,9.0,15.0,87.5,14.4,34.0,10.2
137,11.0,,,,,42.0,11.0,
142,9.5,8.33,5.62,24.0,94.0,31.0,8.5,20.5
145,11.0,10.0,12.0,,,,23.0,27.0
146,7.5,10.0,8.0,,,,,
147,6.0,7.0,4.0,31.5,37.25,62.5,34.0,37.0
148,9.0,12.0,15.5,,,,9.5,20.0
149,6.5,7.0,6.5,,,,,
150,9.5,9.5,9.0,,,,,
151,10.5,12.0,12.5,24.0,38.0,53.0,16.0,11.0
153,11.0,10.0,10.5,16.0,20.0,27.0,,
154,9.0,5.0,6.0,,,,,
157,9.0,5.5,8.0,18.0,22.0,26.0,13.0,14.0
158,7.0,5.0,6.0,9.0,11.0,19.0,14.0,12.0
159,9.0,6.0,5.0,,,,,
160,9.0,7.0,15.0,,,,,
161,4.0,8.0,5.0,,,,,
162,9.5,9.0,8.0,24.0,32.0,58.0,23.0,19.0
163,8.33,6.5,7.0,,,,,
165,5.5,6.5,7.5,,,,,
166,5.0,8.0,11.0,14.5,17.5,19.0,28.5,13.5
169,22.0,13.5,12.0,28.5,16.0,18.5,,
170,22.0,20.0,18.0,,,,,
171,12.0,9.0,11.0,9.5,10.5,11.0,15.5,13.5
173,13.5,15.0,17.0,,,,,
174,6.0,9.0,8.0,,,,,
176,15.0,10.0,12.0,46.5,15.0,13.5,21.25,20.25
178,9.0,7.0,9.0,,,,,
179,12.0,13.0,11.0,12.0,4.0,6.0,8.0,5.0
181,10.0,8.0,7.0,,,,,
183,11.0,10.0,12.0,,,,,
184,11.0,11.5,11.0,17.0,19.0,22.0,15.0,7.0
186,20.0,17.0,11.0,,,,,
187,7.0,8.0,6.0,,,,,
191,6.0,5.0,7.0,,,,,
194,10.0,13.0,11.0,32.0,26.0,34.0,23.0,10.0
196,18.0,23.0,21.0,43.0,,25.0,,
197,20.0,17.0,15.0,52.0,26.0,28.75,42.75,23.0
198,11.0,9.0,7.0,,,,,
199,6.0,8.0,10.0,,,,,
201,19.0,17.0,15.0,,,,,
202,15.0,20.0,17.0,25.0,13.5,16.0,19.0,20.0
203,11.0,12.0,12.5,,,,,
204,13.0,13.0,12.0,17.0,23.0,19.0,27.0,7.0
205,19.0,18.0,17.0,,,,,
207,25.0,15.0,11.0,,,,,
208,3.0,5.0,4.0,,,,,
211,6.0,8.0,10.0,,,,,
212,7.0,12.0,11.0,,,,,
213,9.0,11.0,9.0,,,,,
214,10.0,12.0,6.0,,,,,
